,participant,valence_diff,arousal_diff,mood_valence,mood_arousal,age,race,gender,key
23759,32,0.3322259136212624,-0.3787375415282392,0.0,-1.0,29,Caucasian (or White),Female,0
23760,298,0.3023255813953489,-0.0897009966777404,0.0,-1.0,25,Asian American (or Pacific Islander),Female,1
23761,114,0.1229235880398671,0.4318936877076411,2.0,2.0,55,African American (or Black),Female,0
23762,44,1.5481727574750832,-0.0166112956810633,-1.0,-1.0,55,Caucasian (or White),Male,1
23763,295,0.1129568106312293,0.4684385382059801,0.0,0.0,25,African American (or Black),Male,0
23764,178,-0.9169435215946842,1.212624584717608,-2.0,-1.0,24,Caucasian (or White),Male,0
23765,130,-0.2458471760797342,0.036544850498339,-2.0,1.0,58,African American (or Black),Female,1
23766,113,0.8205980066445182,-0.8205980066445182,-1.0,-1.0,55,Prefer not to answer,Male,0
23767,68,-1.8803986710963456,0.9700996677740864,-2.0,0.0,60,Caucasian (or White),Female,0
23768,67,1.8803986710963456,-0.9700996677740864,-2.0,2.0,57,Caucasian (or White),Female,0
23769,67,-1.1960132890365447,0.2558139534883721,-2.0,2.0,57,Caucasian (or White),Female,1
23770,223,-0.0897009966777409,-0.5780730897009967,0.0,0.0,40,Caucasian (or White),Male,0
23771,190,1.3720930232558135,-0.352159468438538,1.0,0.0,64,Caucasian (or White),Female,1
23772,91,0.5880398671096345,-0.7807308970099669,-1.0,0.0,51,Caucasian (or White),Male,1
23773,277,0.2956810631229234,0.0996677740863787,0.0,-1.0,36,African American (or Black),Male,1
23774,78,-0.7906976744186047,-0.3289036544850501,-2.0,-2.0,24,Caucasian (or White),Female,1
23775,248,0.2425249169435219,0.2225913621262458,0.0,1.0,25,Caucasian (or White),Male,0
23776,136,-0.963455149501661,1.8172757475083057,-1.0,-1.0,57,African American (or Black),Female,0
23777,17,1.1993355481727574,0.9202657807308974,2.0,2.0,31,Prefer not to answer,Female,1
23778,158,-1.1727574750830565,-0.0996677740863787,0.0,1.0,44,African American (or Black),Male,0
23779,91,0.13953488372093,-1.4518272425249168,-1.0,0.0,51,Caucasian (or White),Male,0
23780,12,-1.4385382059800662,0.2225913621262458,-1.0,1.0,20,African American (or Black),Female,0
23781,94,0.903654485049834,-0.6279069767441858,-2.0,-2.0,58,Caucasian (or White),Female,1
23782,234,-1.1262458471760797,1.096345514950166,1.0,0.0,48,Caucasian (or White),Male,0
23783,95,-1.0797342192691026,-0.963455149501661,1.0,1.0,55,Caucasian (or White),Female,1
23784,226,0.8637873754152823,-0.6245847176079735,0.0,-2.0,37,Caucasian (or White),Female,1
23785,246,-0.6312292358803986,-0.4451827242524917,1.0,2.0,47,African American (or Black),Male,0
23786,221,-1.6877076411960132,1.46843853820598,-1.0,0.0,31,Caucasian (or White),Male,0
23787,268,0.9966777408637872,-0.7441860465116279,1.0,0.0,54,Caucasian (or White),Female,1
23788,7,0.787375415282392,0.0232558139534884,-1.0,1.0,63,Caucasian (or White),Female,1
23789,237,-0.3554817275747508,-0.6976744186046515,2.0,2.0,61,Caucasian (or White),Male,0
23790,288,0.6079734219269102,-1.016611295681063,0.0,0.0,60,Caucasian (or White),Male,1
23791,237,0.8903654485049834,0.4086378737541527,2.0,2.0,61,Caucasian (or White),Male,1
23792,58,-0.0465116279069768,-0.4285714285714288,2.0,0.0,24,Caucasian (or White),Female,1
23793,207,-0.6345514950166113,1.1262458471760797,-1.0,0.0,66,Caucasian (or White),Male,0
23794,218,-0.0332225913621262,1.0764119601328903,0.0,0.0,41,Caucasian (or White),Male,1
23795,117,0.5714285714285712,-1.3953488372093024,1.0,1.0,41,Asian American (or Pacific Islander),Female,0
23796,179,0.3056478405315612,-1.5913621262458473,-2.0,-2.0,40,African American (or Black),Female,0
23797,28,-0.6511627906976742,-0.0332225913621262,1.0,0.0,44,Caucasian (or White),Female,0
23798,100,-0.6445182724252492,0.0531561461794019,-2.0,0.0,21,Caucasian (or White),Male,0
23799,265,-1.0398671096345518,-0.3853820598006647,0.0,-1.0,22,Caucasian (or White),Gender queer/Gender nonconforming,0
23800,109,-0.0664451827242524,1.1063122923588042,1.0,0.0,49,Caucasian (or White),Male,1
23801,276,0.3189368770764118,0.6013289036544851,0.0,-1.0,43,Caucasian (or White),Female,1
23802,174,-1.2790697674418603,-0.3920265780730898,1.0,1.0,27,Caucasian (or White),Male,1
23803,92,-0.5681063122923589,-0.3156146179401995,-2.0,2.0,64,Caucasian (or White),Female,0
23804,6,0.3754152823920265,-1.5647840531561463,-2.0,2.0,24,Caucasian (or White),Gender queer/Gender nonconforming,0
23805,120,0.8438538205980066,0.2192691029900331,-1.0,-1.0,35,Caucasian (or White),Female,1
23806,231,0.7441860465116279,0.1661129568106312,0.0,-1.0,25,Caucasian (or White),Male,1
23807,123,-1.5249169435215948,-0.8770764119601329,1.0,1.0,54,Caucasian (or White),Female,0
23808,157,-0.0132890365448505,0.1428571428571428,-1.0,-1.0,68,Caucasian (or White),Female,1
23809,268,-0.7308970099667773,-0.2923588039867106,1.0,0.0,54,Caucasian (or White),Female,1
23810,89,1.67109634551495,-0.913621262458472,1.0,1.0,40,Caucasian (or White),Female,0
23811,58,-0.8870431893687707,-1.0764119601328903,1.0,0.0,24,Caucasian (or White),Female,1
23812,295,1.3554817275747508,-1.116279069767442,0.0,0.0,25,African American (or Black),Male,0
23813,66,1.3189368770764118,-0.7574750830564783,0.0,0.0,64,Caucasian (or White),Female,1
23814,44,1.2093023255813953,-0.5282392026578071,-1.0,-1.0,55,Caucasian (or White),Male,1
23815,25,0.6578073089700998,-1.6677740863787376,-1.0,-1.0,28,African American (or Black),Female,0
23816,79,-0.6445182724252492,0.0531561461794019,2.0,2.0,29,Caucasian (or White),Male,0
23817,57,-2.106312292358804,0.727574750830565,1.0,1.0,38,Caucasian (or White),Male,0
23818,39,-0.6245847176079735,-1.1395348837209305,-2.0,0.0,57,African American (or Black),Female,1
23819,255,-0.9601328903654482,0.0332225913621262,0.0,-1.0,46,Caucasian (or White),Female,1
23820,93,1.644518272425249,-1.0199335548172757,2.0,2.0,23,Caucasian (or White),Female,0
23821,200,-0.5681063122923589,0.7242524916943522,0.0,-2.0,62,Caucasian (or White),Female,0
23822,220,-0.5548172757475083,-0.9734219269102992,-2.0,-1.0,36,African American (or Black),Male,0
23823,191,0.0897009966777409,0.2225913621262458,-2.0,-1.0,70,Native American (or American Indian),Male,1
23824,225,-0.9435215946843852,0.0564784053156146,0.0,-1.0,60,Caucasian (or White),Male,1
23825,160,0.0730897009966775,0.0166112956810629,0.0,-1.0,56,Caucasian (or White),Male,1
23826,276,-0.4318936877076416,-1.4019933554817277,0.0,0.0,43,Caucasian (or White),Female,0
23827,50,0.7275747508305646,-1.7275747508305648,-1.0,0.0,45,Caucasian (or White),Male,0
23828,4,-0.8803986710963456,0.3820598006644515,-2.0,0.0,29,Caucasian (or White),Female,0
23829,44,0.079734219269103,0.691029900332226,-1.0,-1.0,55,Caucasian (or White),Male,0
23830,91,-0.3488372093023253,0.8272425249169437,-2.0,-1.0,51,Caucasian (or White),Male,1
23831,68,-0.8405315614617939,-0.8106312292358804,-2.0,0.0,60,Caucasian (or White),Female,1
23832,158,-0.3720930232558141,0.0465116279069768,-1.0,0.0,44,African American (or Black),Male,1
23833,283,0.9867109634551496,-1.521594684385382,-1.0,0.0,60,Caucasian (or White),Male,0
23834,83,0.7441860465116279,-1.4651162790697674,0.0,-1.0,23,Caucasian (or White),Male,0
23835,72,-0.8471760797342194,0.3554817275747508,-1.0,0.0,64,Caucasian (or White),Female,0
23836,59,-1.9900332225913624,0.8405315614617943,0.0,1.0,30,Asian American (or Pacific Islander),Male,1
23837,185,-0.7475083056478404,0.0265780730897011,-1.0,-1.0,41,Caucasian (or White),Male,1
23838,126,0.7475083056478404,-0.2425249169435219,1.0,0.0,24,African American (or Black),Male,1
23839,104,1.7740863787375414,0.2823920265780733,1.0,1.0,64,Caucasian (or White),Female,0
23840,242,1.4916943521594686,-0.5282392026578075,-2.0,-1.0,22,African American (or Black),Transgender,0
23841,121,1.8870431893687705,-0.3421926910299002,0.0,0.0,49,Caucasian (or White),Female,1
23842,211,-0.6212624584717605,1.0498338870431896,0.0,0.0,26,Caucasian (or White),Female,1
23843,290,-0.3189368770764123,-0.9335548172757476,-1.0,0.0,31,Mixed race or ethnicity,Male,0
23844,45,-0.0897009966777409,0.0398671096345517,0.0,0.0,65,Caucasian (or White),Female,1
23845,253,0.425249169435216,0.3421926910299007,1.0,0.0,44,Asian American (or Pacific Islander),Male,1
23846,255,2.1129568106312293,0.7973421926910302,0.0,-1.0,46,Caucasian (or White),Female,1
23847,105,0.1096345514950165,-0.1661129568106312,1.0,0.0,23,Caucasian (or White),Male,1
23848,128,1.7009966777408638,-0.86046511627907,1.0,0.0,32,Caucasian (or White),Female,0
23849,59,-1.1428571428571428,-0.7209302325581399,2.0,1.0,30,Asian American (or Pacific Islander),Male,0
23850,163,-1.691029900332226,0.7807308970099669,1.0,0.0,47,Mixed race or ethnicity,Female,1
23851,171,-0.3322259136212624,0.9534883720930232,2.0,2.0,62,Caucasian (or White),Male,0
23852,147,1.840531561461794,-0.0398671096345513,-2.0,-2.0,36,African American (or Black),Female,1
23853,26,-0.9601328903654482,0.425249169435216,-2.0,1.0,49,Caucasian (or White),Female,0
23854,87,-0.0697674418604652,-0.0598006644518269,0.0,0.0,30,Caucasian (or White),Female,1
23855,18,-0.8604651162790695,-0.4186046511627905,0.0,0.0,44,Caucasian (or White),Female,0
23856,276,-1.4817275747508305,1.016611295681063,0.0,0.0,43,Caucasian (or White),Female,1
23857,290,-1.704318936877076,0.5647840531561461,-2.0,-1.0,31,Mixed race or ethnicity,Male,1
23858,60,-1.0465116279069764,-0.102990033222591,0.0,0.0,27,Caucasian (or White),Female,0
23859,169,1.717607973421927,-1.249169435215947,1.0,1.0,49,African American (or Black),Male,1
23860,111,0.6079734219269102,-1.7508305647840532,0.0,0.0,57,Asian American (or Pacific Islander),Female,0
23861,264,0.4352159468438534,-0.2956810631229234,0.0,-1.0,40,Caucasian (or White),Female,0
23862,250,-1.1661129568106312,-0.2458471760797342,-2.0,0.0,24,African American (or Black),Male,0
23863,187,-0.0863787375415285,-1.1461794019933556,2.0,2.0,45,Caucasian (or White),Male,0
23864,261,0.0033222591362127,-0.3953488372093026,0.0,0.0,40,Caucasian (or White),Female,0
23865,121,-2.016611295681063,0.6877076411960132,0.0,0.0,49,Caucasian (or White),Female,0
23866,160,0.8538205980066444,-0.581395348837209,1.0,-1.0,56,Caucasian (or White),Male,0
23867,155,0.0232558139534884,0.102990033222591,0.0,0.0,61,Caucasian (or White),Male,1
23868,47,-0.5813953488372094,0.867109634551495,0.0,0.0,54,Caucasian (or White),Female,0
23869,269,0.7308970099667773,0.2923588039867106,-2.0,1.0,35,Caucasian (or White),Female,1
23870,73,0.2458471760797342,0.1029900332225912,2.0,2.0,66,Caucasian (or White),Male,1
23871,175,-1.1794019933554811,0.9169435215946846,0.0,0.0,24,Caucasian (or White),Male,1
23872,152,2.189368770764119,-0.867109634551495,2.0,1.0,58,Caucasian (or White),Female,0
23873,176,-0.1827242524916943,-0.2591362126245848,2.0,2.0,40,Caucasian (or White),Male,0
23874,263,-0.4352159468438539,-0.3056478405315617,2.0,1.0,69,Caucasian (or White),Female,0
23875,24,-0.0664451827242524,-0.2325581395348837,0.0,-1.0,27,African American (or Black),Female,0
23876,198,0.7275747508305646,-0.4019933554817276,1.0,0.0,31,Asian American (or Pacific Islander),Female,1
23877,45,2.106312292358804,-0.727574750830565,0.0,0.0,65,Caucasian (or White),Female,1
23878,181,0.4053156146179399,-0.2093023255813957,-1.0,-2.0,28,Caucasian (or White),Male,0
23879,107,0.6744186046511627,-0.1694352159468439,-1.0,0.0,55,Caucasian (or White),Female,1
23880,278,-0.0332225913621262,0.2790697674418605,-1.0,-1.0,55,Caucasian (or White),Male,0
23881,163,-0.558139534883721,1.7475083056478409,1.0,0.0,47,Mixed race or ethnicity,Female,1
23882,170,-0.9102990033222592,-0.1827242524916941,0.0,0.0,48,Caucasian (or White),Male,0
23883,132,-1.3554817275747508,1.116279069767442,0.0,-1.0,31,Prefer not to answer,Male,1
23884,235,1.205980066445183,0.0,2.0,2.0,66,Caucasian (or White),Male,1
23885,233,-1.926910299003322,0.2790697674418605,-1.0,-1.0,65,Caucasian (or White),Male,0
23886,243,1.7408637873754151,-0.9900332225913622,2.0,2.0,63,Caucasian (or White),Female,1
23887,148,-1.348837209302325,0.6445182724252492,-2.0,-1.0,59,Hispanic American (or Latino),Female,0
23888,266,-0.687707641196013,0.8704318936877078,0.0,0.0,60,Caucasian (or White),Female,1
23889,37,0.9335548172757476,-0.0930232558139536,-1.0,-1.0,39,Caucasian (or White),Female,0
23890,226,-1.67109634551495,0.913621262458472,0.0,-2.0,37,Caucasian (or White),Female,1
23891,70,-0.0897009966777409,0.9435215946843852,-2.0,0.0,34,Caucasian (or White),Male,1
23892,252,-1.1860465116279069,0.8405315614617943,0.0,1.0,59,Hispanic American (or Latino),Female,0
23893,103,-0.8803986710963456,1.2724252491694354,-1.0,-1.0,30,Caucasian (or White),Male,1
23894,27,0.0498338870431891,-0.5083056478405314,0.0,0.0,27,Caucasian (or White),Male,1
23895,24,-0.3720930232558137,1.3588039867109636,0.0,-1.0,27,African American (or Black),Female,1
23896,158,-0.5548172757475083,-0.0730897009966775,-2.0,0.0,44,African American (or Black),Male,0
23897,24,1.8272425249169435,-1.0498338870431896,0.0,0.0,27,African American (or Black),Female,1
23898,230,-0.3621262458471759,0.1926910299003319,-2.0,-1.0,46,Caucasian (or White),Female,1
23899,248,0.7441860465116279,0.1661129568106312,0.0,1.0,25,Caucasian (or White),Male,1
23900,272,-0.079734219269103,-0.691029900332226,1.0,2.0,28,Caucasian (or White),Male,1
23901,206,0.8139534883720929,0.1528239202657806,0.0,-1.0,51,Caucasian (or White),Male,1
23902,78,0.5980066445182723,-0.8272425249169437,-2.0,-2.0,24,Caucasian (or White),Female,1
23903,151,0.2657807308970099,0.2026578073089702,0.0,-2.0,24,Caucasian (or White),Male,1
23904,208,-0.0332225913621262,1.0764119601328903,-1.0,-1.0,28,Asian American (or Pacific Islander),Male,1
23905,154,1.292358803986711,-0.1262458471760799,2.0,2.0,47,Caucasian (or White),Male,0
23906,71,2.1395348837209305,-0.7043189368770766,-1.0,0.0,31,Caucasian (or White),Male,0
23907,193,1.016611295681063,-1.4119601328903657,0.0,0.0,31,Caucasian (or White),Gender queer/Gender nonconforming,1
23908,252,-0.0531561461794023,-1.0066445182724255,-2.0,0.0,59,Hispanic American (or Latino),Female,0
23909,272,1.9534883720930232,0.2225913621262458,1.0,1.0,28,Caucasian (or White),Male,0
23910,228,-0.006644518272425,0.1262458471760799,0.0,-1.0,30,Caucasian (or White),Female,0
23911,49,0.3156146179401995,0.5315614617940199,0.0,-1.0,46,Caucasian (or White),Female,1
23912,233,-0.0664451827242524,1.441860465116279,-1.0,1.0,65,Caucasian (or White),Male,1
23913,182,0.4186046511627905,-0.830564784053156,1.0,1.0,43,Caucasian (or White),Male,0
23914,225,-0.5880398671096345,1.850498338870432,0.0,0.0,60,Caucasian (or White),Male,1
23915,167,-1.0830564784053154,0.1561461794019933,-1.0,0.0,23,Caucasian (or White),Male,0
23916,134,-1.285714285714286,0.913621262458472,0.0,0.0,28,Caucasian (or White),Male,0
23917,161,0.8704318936877078,-0.4418604651162789,1.0,-1.0,36,African American (or Black),Male,0
23918,295,-1.8139534883720927,0.3156146179401995,0.0,0.0,25,African American (or Black),Male,1
23919,213,0.1196013289036548,0.0465116279069768,2.0,2.0,26,Caucasian (or White),Male,0
23920,212,1.3554817275747508,-0.3156146179401995,-2.0,-1.0,55,Asian American (or Pacific Islander),Male,1
23921,124,-0.8106312292358804,-0.963455149501661,0.0,1.0,36,Caucasian (or White),Male,1
23922,221,0.2225913621262458,-0.0299003322259139,-1.0,0.0,31,Caucasian (or White),Male,0
23923,188,-0.9202657807308968,0.7408637873754151,2.0,2.0,53,Caucasian (or White),Male,1
23924,101,-0.6744186046511629,0.2857142857142856,0.0,-1.0,27,Caucasian (or White),Female,1
23925,8,1.9667774086378735,-0.5116279069767442,-2.0,-2.0,28,Asian American (or Pacific Islander),Female,0
23926,146,0.0897009966777409,-0.9435215946843852,1.0,1.0,62,Asian American (or Pacific Islander),Male,0
23927,8,0.1561461794019933,0.7840531561461797,-2.0,-2.0,28,Asian American (or Pacific Islander),Female,1
23928,136,-1.255813953488372,1.169435215946844,-1.0,-1.0,57,African American (or Black),Female,0
23929,218,-1.8903654485049837,-0.4950166112956813,1.0,2.0,41,Caucasian (or White),Male,1
23930,223,0.764119601328904,0.823920265780731,1.0,1.0,40,Caucasian (or White),Male,1
23931,65,-1.9601328903654485,0.4883720930232558,-1.0,2.0,74,African American (or Black),Female,0
23932,183,1.016611295681063,-0.2259136212624586,-1.0,-1.0,62,Caucasian (or White),Male,0
23933,125,0.4186046511627905,-0.830564784053156,1.0,1.0,32,Caucasian (or White),Male,0
23934,148,0.6511627906976742,-0.7076411960132893,-2.0,-1.0,59,Hispanic American (or Latino),Female,1
23935,226,0.787375415282392,-0.2558139534883721,-1.0,-1.0,37,Caucasian (or White),Female,1
23936,276,0.7142857142857144,1.1926910299003322,0.0,-1.0,43,Caucasian (or White),Female,1
23937,270,0.6644518272425248,-1.5813953488372094,1.0,0.0,60,Caucasian (or White),Male,0
23938,85,0.9667774086378738,-0.0863787375415281,1.0,-1.0,38,Caucasian (or White),Male,1
23939,30,-0.926910299003322,1.285714285714286,-2.0,1.0,36,Caucasian (or White),Male,0
23940,76,-0.0166112956810633,-0.6611295681063125,-2.0,-1.0,51,Caucasian (or White),Female,1
23941,263,-0.0299003322259134,0.1029900332225914,1.0,0.0,69,Caucasian (or White),Female,1
23942,13,0.5083056478405314,-0.4418604651162789,1.0,0.0,33,Caucasian (or White),Female,1
23943,49,0.3255813953488373,0.6578073089700998,1.0,-1.0,46,Caucasian (or White),Female,1
23944,123,-0.0963455149501664,-0.2990033222591362,0.0,0.0,54,Caucasian (or White),Female,0
23945,201,0.9833887043189368,-1.0863787375415286,0.0,0.0,45,Prefer not to answer,Would prefer not to answer,1
23946,227,0.0099667774086382,0.212624584717608,0.0,0.0,32,Caucasian (or White),Female,0
23947,260,0.0099667774086378,1.0232558139534884,1.0,0.0,38,Caucasian (or White),Female,1
23948,68,-0.7408637873754154,1.485049833887043,-2.0,0.0,60,Caucasian (or White),Female,1
23949,96,0.3322259136212624,1.0631229235880395,-1.0,-1.0,71,Caucasian (or White),Female,0
23950,198,0.7973421926910298,-1.169435215946844,1.0,0.0,31,Asian American (or Pacific Islander),Female,1
23951,36,-1.1528239202657806,-0.8172757475083055,2.0,1.0,49,Caucasian (or White),Female,1
23952,184,2.232558139534884,0.3488372093023257,1.0,0.0,68,Caucasian (or White),Female,1
23953,0,-0.5016611295681062,0.2059800664451829,0.0,-1.0,22,Caucasian (or White),Female,1
23954,87,-0.4219269102990033,-1.1893687707641196,0.0,0.0,30,Caucasian (or White),Female,0
23955,97,-1.0431893687707643,-0.9966777408637876,-2.0,-1.0,26,Caucasian (or White),Male,0
23956,192,-1.4584717607973423,0.249169435215947,-2.0,-2.0,45,Caucasian (or White),Male,0
23957,38,-0.3056478405315617,-1.1860465116279073,-1.0,0.0,69,African American (or Black),Female,1
23958,146,0.1727574750830567,-0.6710963455149503,1.0,0.0,62,Asian American (or Pacific Islander),Male,0
23959,49,1.6777408637873754,-0.6245847176079735,0.0,-1.0,46,Caucasian (or White),Female,1
23960,285,1.5481727574750828,-1.0332225913621262,1.0,1.0,39,Caucasian (or White),Female,0
23961,221,0.2691029900332222,-0.0398671096345513,-1.0,0.0,31,Caucasian (or White),Male,1
23962,50,-0.7076411960132889,0.9767441860465116,-1.0,-1.0,45,Caucasian (or White),Male,0
23963,4,-0.0897009966777409,0.0398671096345517,-2.0,0.0,29,Caucasian (or White),Female,0
23964,171,1.6544850498338868,-0.2657807308970099,2.0,1.0,62,Caucasian (or White),Male,0
23965,174,0.913621262458472,-0.1229235880398671,1.0,1.0,27,Caucasian (or White),Male,0
23966,237,0.8172757475083055,-1.4485049833887045,2.0,2.0,61,Caucasian (or White),Male,0
23967,59,-1.1229235880398671,0.7308970099667773,0.0,1.0,30,Asian American (or Pacific Islander),Male,0
23968,275,-0.9102990033222592,-0.9069767441860468,-2.0,-1.0,64,Caucasian (or White),Female,0
23969,27,0.5083056478405314,-0.2524916943521593,0.0,0.0,27,Caucasian (or White),Male,0
23970,73,0.5049833887043187,-1.8172757475083057,2.0,2.0,66,Caucasian (or White),Male,0
23971,146,-0.5116279069767442,0.2724252491694354,1.0,0.0,62,Asian American (or Pacific Islander),Male,0
23972,28,0.1295681063122922,-0.2524916943521593,0.0,0.0,44,Caucasian (or White),Female,1
23973,251,-0.9003322259136213,1.1860465116279073,-1.0,-1.0,56,Caucasian (or White),Female,1
23974,208,-0.7840531561461792,0.8405315614617943,-1.0,-1.0,28,Asian American (or Pacific Islander),Male,1
23975,265,0.830564784053156,-1.1727574750830565,1.0,0.0,22,Caucasian (or White),Gender queer/Gender nonconforming,0
23976,285,1.485049833887043,1.0033222591362128,1.0,1.0,39,Caucasian (or White),Female,0
23977,204,0.1627906976744184,1.2259136212624586,-2.0,0.0,46,Caucasian (or White),Male,1
23978,167,0.3654485049833886,-1.4451827242524915,1.0,0.0,23,Caucasian (or White),Male,1
23979,270,-0.0166112956810629,-0.1993355481727574,0.0,0.0,60,Caucasian (or White),Male,0
23980,184,-1.4318936877076411,0.558139534883721,0.0,-1.0,68,Caucasian (or White),Female,0
23981,12,-0.451827242524917,0.1328903654485049,-1.0,1.0,20,African American (or Black),Female,1
23982,55,-0.3554817275747508,0.0033222591362123,0.0,0.0,44,Caucasian (or White),Female,1
23983,254,-0.0099667774086378,-1.0232558139534884,1.0,0.0,31,Caucasian (or White),Male,1
23984,165,1.2026578073089702,-0.1096345514950165,0.0,-1.0,34,Asian American (or Pacific Islander),Male,1
23985,211,-0.8870431893687707,-1.0764119601328903,0.0,0.0,26,Caucasian (or White),Female,0
23986,225,-0.9833887043189368,1.0863787375415286,0.0,0.0,60,Caucasian (or White),Male,1
23987,94,1.448504983388704,-1.0033222591362128,-1.0,-2.0,58,Caucasian (or White),Female,0
23988,183,-0.0863787375415281,-0.2292358803986713,-1.0,-1.0,62,Caucasian (or White),Male,0
23989,118,-0.451827242524917,0.1328903654485049,0.0,-1.0,59,Caucasian (or White),Female,0
23990,94,-0.8405315614617939,-0.8106312292358804,0.0,0.0,58,Caucasian (or White),Female,0
23991,187,-1.893687707641196,0.6677740863787376,2.0,2.0,45,Caucasian (or White),Male,1
23992,232,-1.5714285714285712,0.4385382059800662,-1.0,-1.0,68,Caucasian (or White),Male,0
23993,141,-0.2192691029900331,-0.5448504983388704,-2.0,0.0,60,Caucasian (or White),Female,0
23994,141,-0.8538205980066447,0.5016611295681064,-1.0,0.0,60,Caucasian (or White),Female,0
23995,46,0.2956810631229234,0.1063122923588038,-1.0,-2.0,22,Hispanic American (or Latino),Gender queer/Gender nonconforming,1
23996,39,-1.2890365448504983,1.2192691029900335,-2.0,0.0,57,African American (or Black),Female,0
23997,33,0.6345514950166113,0.9734219269102992,0.0,1.0,30,Caucasian (or White),Male,1
23998,39,0.0697674418604652,-0.6744186046511627,-2.0,0.0,57,African American (or Black),Female,0
23999,283,-0.1229235880398671,1.0332225913621262,-1.0,-1.0,60,Caucasian (or White),Male,1
24000,25,-1.0930232558139537,1.4119601328903657,-1.0,-1.0,28,African American (or Black),Female,1
24001,159,0.5282392026578071,-1.1395348837209305,-2.0,-2.0,48,Caucasian (or White),Male,0
24002,58,-1.461794019933555,0.4019933554817276,1.0,0.0,24,Caucasian (or White),Female,0
24003,162,0.3189368770764118,-1.7641196013289038,1.0,2.0,59,African American (or Black),Male,0
24004,251,-0.8139534883720931,-0.7209302325581395,1.0,0.0,56,Caucasian (or White),Female,0
24005,266,-1.654485049833887,1.2823920265780733,0.0,1.0,60,Caucasian (or White),Female,0
24006,126,-1.26578073089701,1.0465116279069768,-1.0,1.0,24,African American (or Black),Male,1
24007,119,-0.1727574750830567,-1.4385382059800669,-2.0,-1.0,67,African American (or Black),Female,1
24008,145,-0.116279069767442,1.0465116279069764,1.0,1.0,27,Caucasian (or White),Male,1
24009,36,1.1960132890365447,-0.2558139534883721,2.0,0.0,49,Caucasian (or White),Female,1
24010,284,-1.3289036544850497,0.3754152823920265,0.0,-1.0,49,Caucasian (or White),Male,0
24011,97,-1.6046511627906974,0.4784053156146179,-2.0,0.0,26,Caucasian (or White),Male,1
24012,181,0.8471760797342192,-0.5780730897009967,0.0,-1.0,28,Caucasian (or White),Male,0
24013,145,-1.697674418604651,0.3621262458471759,1.0,1.0,27,Caucasian (or White),Male,1
24014,291,-0.9136212624584714,-1.219269102990033,2.0,2.0,49,Hispanic,Female,0
24015,285,1.5215946843853818,-0.823920265780731,1.0,2.0,39,Caucasian (or White),Female,1
24016,147,-1.053156146179402,-0.2757475083056477,-2.0,-2.0,36,African American (or Black),Female,0
24017,143,-0.2823920265780733,-1.2724252491694354,0.0,0.0,60,Caucasian (or White),Male,1
24018,45,0.7176079734219267,-1.1029900332225917,0.0,0.0,65,Caucasian (or White),Female,0
24019,161,0.1926910299003323,-0.3023255813953489,1.0,0.0,36,African American (or Black),Male,0
24020,173,0.3621262458471759,-0.1926910299003319,-1.0,-1.0,67,Caucasian (or White),Male,1
24021,167,1.016611295681063,-1.4119601328903657,1.0,0.0,23,Caucasian (or White),Male,0
24022,101,-0.073089700996678,-0.1960132890365451,0.0,-1.0,27,Caucasian (or White),Female,1
24023,260,0.903654485049834,-1.2757475083056478,0.0,0.0,38,Caucasian (or White),Female,1
24024,16,-1.162790697674419,0.3488372093023257,-2.0,1.0,32,African American (or Black),Male,1
24025,284,1.0299003322259137,0.1727574750830567,0.0,-1.0,49,Caucasian (or White),Male,0
24026,193,-0.6511627906976742,0.7076411960132893,-1.0,-1.0,31,Caucasian (or White),Gender queer/Gender nonconforming,0
24027,230,-0.4219269102990033,-0.5448504983388704,-2.0,0.0,46,Caucasian (or White),Female,1
24028,209,-0.2691029900332227,0.3023255813953489,2.0,2.0,25,African American (or Black),Male,0
24029,285,-0.1860465116279068,-1.6212624584717608,1.0,1.0,39,Caucasian (or White),Female,0
24030,300,0.3853820598006643,0.212624584717608,1.0,1.0,72,Caucasian (or White),Male,0
24031,186,-1.9435215946843851,-0.382059800664452,0.0,-1.0,33,African American (or Black),Male,1
24032,78,-0.0498338870431891,0.073089700996678,-2.0,0.0,24,Caucasian (or White),Female,1
24033,82,-1.3189368770764118,0.7574750830564783,0.0,-1.0,57,Asian American (or Pacific Islander),Male,0
24034,140,2.461794019933554,-0.0299003322259134,-1.0,-1.0,70,Caucasian (or White),Female,1
24035,166,1.5348837209302326,0.1295681063122926,-1.0,-1.0,66,Caucasian (or White),Female,1
24036,154,0.3056478405315614,-0.1694352159468439,1.0,1.0,47,Caucasian (or White),Male,1
24037,236,-0.0830564784053153,1.2192691029900335,-2.0,2.0,68,Hispanic,Female,0
24038,294,-0.9435215946843852,-0.079734219269103,-1.0,-2.0,28,Asian American (or Pacific Islander),Male,1
24039,48,-0.9202657807308968,1.382059800664452,0.0,0.0,52,Caucasian (or White),Female,0
24040,215,-1.451827242524917,0.0465116279069768,-1.0,0.0,42,African American (or Black),Female,0
24041,32,-1.471760797342193,1.212624584717608,1.0,0.0,29,Caucasian (or White),Female,1
24042,104,-0.3554817275747508,-0.079734219269103,1.0,1.0,64,Caucasian (or White),Female,0
24043,295,-0.0664451827242524,1.1063122923588042,0.0,0.0,25,African American (or Black),Male,1
